filename,width,height,class,xmin,ymin,xmax,ymax
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Defective,1,109,589,503
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Bird Drop,177,344,443,516
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Bird Drop,279,521,444,640
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Bird Drop,0,398,194,605
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Bird Drop,0,506,267,640
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Bird Drop,0,36,83,105
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Bird Drop,0,129,192,254
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Bird Drop,54,232,232,404
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Bird Drop,150,221,251,260
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Bird Drop,174,281,453,344
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Bird Drop,49,403,76,426
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Bird Drop,454,333,571,640
poop-97-_jpg.rf.db4608dc161c2a068952908cdc616d48.jpg,640,640,Bird Drop,162,110,328,185
poop-108-_jpg.rf.53072bc5bb9054f471b48c2e6e0e29e5.jpg,640,640,Bird Drop,210,250,280,341
Physical_Damge_2_jpg.rf.56c18786eb9e4d19a7bf818c9ee7b072.jpg,640,640,Defective,4,5,635,637
Physical_Damge_2_jpg.rf.56c18786eb9e4d19a7bf818c9ee7b072.jpg,640,640,Physical Damage,105,12,483,131
Physical_Damge_2_jpg.rf.56c18786eb9e4d19a7bf818c9ee7b072.jpg,640,640,Physical Damage,83,137,482,326
Physical_Damge_2_jpg.rf.56c18786eb9e4d19a7bf818c9ee7b072.jpg,640,640,Physical Damage,77,343,480,526
Physical_Damge_2_jpg.rf.56c18786eb9e4d19a7bf818c9ee7b072.jpg,640,640,Physical Damage,83,537,477,634
poop-201-_jpg.rf.df2d1b916bc6ad317b7ffbf18de69363.jpg,640,640,Bird Drop,160,285,241,382
poop-201-_jpg.rf.df2d1b916bc6ad317b7ffbf18de69363.jpg,640,640,Bird Drop,302,287,387,384
poop-201-_jpg.rf.df2d1b916bc6ad317b7ffbf18de69363.jpg,640,640,Bird Drop,270,341,300,383
poop-201-_jpg.rf.df2d1b916bc6ad317b7ffbf18de69363.jpg,640,640,Bird Drop,388,291,404,346
poop-201-_jpg.rf.df2d1b916bc6ad317b7ffbf18de69363.jpg,640,640,Bird Drop,137,324,162,385
poop-201-_jpg.rf.df2d1b916bc6ad317b7ffbf18de69363.jpg,640,640,Bird Drop,239,308,269,340
poop-201-_jpg.rf.df2d1b916bc6ad317b7ffbf18de69363.jpg,640,640,Bird Drop,246,347,275,386
poop-201-_jpg.rf.df2d1b916bc6ad317b7ffbf18de69363.jpg,640,640,Bird Drop,320,262,385,287
poop-201-_jpg.rf.df2d1b916bc6ad317b7ffbf18de69363.jpg,640,640,Bird Drop,417,240,456,272
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,2,210,272,499
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,222,275,634,596
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,0,109,138,207
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,0,201,29,226
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,44,148,296,271
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,282,193,491,324
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,0,84,189,147
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,146,120,307,192
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,300,153,442,231
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,77,74,221,118
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,129,65,241,101
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,193,102,314,151
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,224,90,320,128
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,312,128,419,182
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,318,114,401,150
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Dusty,581,407,640,479
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,448,234,640,364
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,423,183,583,270
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Non Defective,406,155,525,213
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Dusty,438,145,467,163
Clean-73-_jpg.rf.e8a33a7ea6c6827d89fefa582d0eebdf.jpg,640,640,Dusty,514,170,640,285
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Non Defective,93,154,130,178
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Non Defective,87,178,123,203
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,82,204,118,231
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,126,151,161,175
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,121,176,158,201
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,115,201,154,228
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,160,149,195,173
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,155,174,191,199
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,151,201,187,227
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,193,149,227,172
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,191,173,225,198
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,186,199,222,226
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,228,148,261,170
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,225,172,259,196
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,222,198,257,225
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,262,147,294,169
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,260,171,293,195
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,258,197,293,225
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,296,145,329,168
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,295,169,328,194
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,294,195,327,222
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,330,193,364,222
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,330,143,363,167
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,330,168,364,193
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,363,142,397,166
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,365,166,399,191
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,366,192,401,220
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,398,141,432,164
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,400,165,435,189
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,401,190,439,218
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,430,139,466,163
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,434,163,471,189
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Non Defective,437,189,476,215
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,465,137,502,161
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,469,161,507,187
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,473,187,512,215
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,499,135,537,159
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,505,159,543,185
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,510,184,550,214
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,535,134,573,158
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,540,157,581,183
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,546,184,587,211
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,570,132,609,156
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Non Defective,577,156,617,183
219_png_jpg.rf.cb0cced00152fb403abeff0e9b806098.jpg,640,640,Snow,584,184,625,211
Imgdirty_623_1_jpg.rf.05439a54a7e14afe0316d73ac9d26396.jpg,640,640,Defective,0,0,640,631
Imgdirty_623_1_jpg.rf.05439a54a7e14afe0316d73ac9d26396.jpg,640,640,Dusty,3,0,636,635
Imgdirty_581_1_jpg.rf.df79262e1e54e320cc7fa72a9b514ed1.jpg,640,640,Dusty,6,148,627,576
Imgdirty_581_1_jpg.rf.df79262e1e54e320cc7fa72a9b514ed1.jpg,640,640,Dusty,0,138,519,406
Imgdirty_581_1_jpg.rf.df79262e1e54e320cc7fa72a9b514ed1.jpg,640,640,Dusty,0,144,452,336
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,186,396,486,640
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,0,348,270,640
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,0,316,90,521
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,399,210,619,550
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,246,186,461,413
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,111,163,319,374
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,0,142,194,335
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,0,123,84,278
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,533,98,640,297
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,415,81,556,212
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,309,69,445,193
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,210,58,349,172
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,123,45,255,156
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,41,37,168,138
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,0,26,90,125
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,537,29,640,102
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,446,18,549,88
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,361,12,462,77
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,283,4,381,65
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,210,0,303,55
Clean-185-_jpg.rf.a4e3a0b9901ef66fb518ccf785a0fd73.jpg,640,640,Non Defective,0,0,233,45
Dust-54-_jpg.rf.981cd9503a273f004800c580573d99e8.jpg,640,640,Dusty,0,189,241,412
Dust-54-_jpg.rf.981cd9503a273f004800c580573d99e8.jpg,640,640,Dusty,109,192,478,439
Dust-54-_jpg.rf.981cd9503a273f004800c580573d99e8.jpg,640,640,Dusty,475,192,639,455
Dust-54-_jpg.rf.981cd9503a273f004800c580573d99e8.jpg,640,640,Dusty,69,131,638,188
IMG_20241003_094336_362_jpg.rf.99b92b6e164ecbdc9791affd12ea03d1.jpg,640,640,Defective,0,0,640,611
IMG_20241003_094336_362_jpg.rf.99b92b6e164ecbdc9791affd12ea03d1.jpg,640,640,Dusty,0,0,640,607
IMG_0400_jpg.rf.1732a870700910446c97c1a76fabb97d.jpg,640,640,Non Defective,48,176,597,551
Dust-65-_jpg.rf.255a13017d2359bfc10901b189df5bb3.jpg,640,640,Dusty,202,292,550,412
Dust-65-_jpg.rf.255a13017d2359bfc10901b189df5bb3.jpg,640,640,Dusty,288,157,600,329
Dust-65-_jpg.rf.255a13017d2359bfc10901b189df5bb3.jpg,640,640,Dusty,23,156,468,428
Physical_Damge_313_jpg.rf.4c388c9eff6e795d3d44d18c3851ebd5.jpg,640,640,Defective,0,0,640,640
Physical_Damge_313_jpg.rf.4c388c9eff6e795d3d44d18c3851ebd5.jpg,640,640,Physical Damage,167,0,322,76
Physical_Damge_313_jpg.rf.4c388c9eff6e795d3d44d18c3851ebd5.jpg,640,640,Physical Damage,470,147,598,283
Physical_Damge_313_jpg.rf.4c388c9eff6e795d3d44d18c3851ebd5.jpg,640,640,Physical Damage,242,228,368,340
Physical_Damge_313_jpg.rf.4c388c9eff6e795d3d44d18c3851ebd5.jpg,640,640,Physical Damage,160,387,310,501
Physical_Damge_313_jpg.rf.4c388c9eff6e795d3d44d18c3851ebd5.jpg,640,640,Non Defective,17,0,108,129
Physical_Damge_313_jpg.rf.4c388c9eff6e795d3d44d18c3851ebd5.jpg,640,640,Non Defective,21,577,134,640
Physical_Damge_313_jpg.rf.4c388c9eff6e795d3d44d18c3851ebd5.jpg,640,640,Non Defective,492,402,618,632
